objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,rights,rightsstatement,type,format,language,relation,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,proceso,soporte,iluminacion,tono,tipologia,polaridad
impresion_061,Retrato victoriano,1890,,Egide Verhassel,,"Retrato de estudio de un niño de pie, vestido con un traje formal oscuro de tres piezas: chaqueta, chaleco y pantalones tipo bombacho. El sujeto sostiene un sombrero en su mano derecha y un pequeño objeto rectangular, posiblemente un libro, en la izquierda. El entorno incluye una silla decorativa, una mesa con mantel floral y plantas ornamentales de gran tamaño al fondo.",,Retrato victoriano; Carte de visite; Moda infantil del siglo XIX,"Bruselas, Bélgica",50.854,4.3395,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_061.jpg,e7srnm,image,/objects/impresion_061.jpg,/objects/small/impresion_061_sm.jpg,/objects/thumbs/impresion_061_th.jpg,,,Albúmina,Vidrio,Transmisión,Sepia,Impresión,Positivo
impresion_062,Ingeniería,1883,,Anónimo (Estudio fotográfico profesional),,"Retrato de estudio de un hombre joven captado de tres cuartos. El sujeto posee cabello corto, un bigote denso y utiliza anteojos circulares. Viste una chaqueta de textura gruesa con solapas pequeñas, una camisa de cuello alto y un corbatín oscuro. La composición y el fondo neutro son típicos de la retratística comercial decimonónica.",,Ingeniería; Rudolf Diesel; Retrato decimonónico,"París, Francia",48.8566,2.3522,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_062.jpg,6qo4c,image,/objects/impresion_062.jpg,/objects/small/impresion_062_sm.jpg,/objects/thumbs/impresion_062_th.jpg,,,Albúmina,Película,Transmisión,Sepia,Impresión,Positivo
impresion_063,Retrato de estudio,1885,,Anónimo,,"Retrato de estudio de una infante de pie, ataviada con un vestido de patrón cuadrangular con volantes y botas altas de piel. Se apoya en una silla tapizada de estilo victoriano con flecos decorativos. La escena, capturada ante un telón pintado, incluye un álbum ornamental en el suelo, reflejando las convenciones estéticas y sociales del retrato burgués de finales del siglo XIX.",,Retrato de estudio; Moda infantil victoriana; Copia a la albúmina,"Londres, Reino Unido (entorno urbano general)",51.5074,-0.1278,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_063.jpg,4fgvlr,image,/objects/impresion_063.jpg,/objects/small/impresion_063_sm.jpg,/objects/thumbs/impresion_063_th.jpg,,,Albúmina,Papel,Reflexión,Sepia,Impresión,Positivo
impresion_064,Retrato,1875,,Anónimo,,"Retrato de estudio de un hombre joven con bigote poblado, captado en plano medio corto y vista de tres cuartos. Viste indumentaria formal masculina de finales del siglo XIX, consistente en un saco oscuro, chaleco a juego, camisa de cuello r!gido y un corbat!n de lazo oscuro. La imagen refleja la sobriedad t!pica del retrato social decimon3nico.",,Retrato; Siglo XIX; Carte de Visite,Estados Unidos o Europa (Probable centro urbano),40.712776,-74.005974,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_064.jpg,3cfwak,image,/objects/impresion_064.jpg,/objects/small/impresion_064_sm.jpg,/objects/thumbs/impresion_064_th.jpg,,,Albúmina,Papel,Reflexión,Monocromático,Impresión,Positivo
impresion_065,Segunda Guerra Mundial,1945,,Anónimo,,"Retrato de cuerpo entero de un soldado de la Policía Militar estadounidense en un entorno rural lodoso. El individuo viste una chaqueta de campo M-1943, casco con las siglas 'MP' y botas de combate. La escena, capturada en exteriores con árboles caducifolios al fondo, evoca el periodo de la Segunda Guerra Mundial o la posguerra inmediata.",,Segunda Guerra Mundial; Policía Militar; Chaqueta M-1943,"Región de las Ardenas, Bélgica/Luxemburgo",50.126,5.707,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_065.jpg,d4wmri,image,/objects/impresion_065.jpg,/objects/small/impresion_065_sm.jpg,/objects/thumbs/impresion_065_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Impresión,Positivo
impresion_066,Carte de Visite,1860,,Anónimo,,"Retrato de estudio de un hombre adulto con cabello ondulado y barba abundante sin bigote. Viste una indumentaria formal compuesta por una levita oscura, chaleco abotonado, camisa blanca de cuello alto y corbatín oscuro. El sujeto aparece sentado en una pose formal, con el brazo izquierdo apoyado sobre una mesa cubierta con un mantel de motivos decorativos florales.",,Carte de Visite; Moda victoriana; Retrato de estudio,Estados Unidos,38.9072,-77.0369,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_066.jpg,wetb5c,image,/objects/impresion_066.jpg,/objects/small/impresion_066_sm.jpg,/objects/thumbs/impresion_066_th.jpg,,,Albúmina,Vidrio,Transmisión,Monocromático,Negativo,Negativo
impresion_067,William S. Burroughs,1980,,Anónimo (Círculo personal de Burroughs),,Retrato masculino de plano medio corto donde aparece un hombre de edad avanzada con expresion serena. El sujeto viste una chaqueta acolchada de color oscuro sobre una camisa de franela a cuadros y un chaleco. La fotografia presenta una iluminacion directa y frontal con un fondo claro donde se aprecia ligeramente la caida de una cortina en el lado derecho.,,William S. Burroughs; Generación Beat; Literatura Postmoderna,"Lawrence, Kansas, Estados Unidos",38.9717,-95.2353,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_067.jpg,p5mlps,image,/objects/impresion_067.jpg,/objects/small/impresion_067_sm.jpg,/objects/thumbs/impresion_067_th.jpg,,,Copia positiva en blanco y negro,Papel,Reflexión,Monocromático,Impresión,Positivo
impresion_068,RAF Bomber Command,1943,,Fotógrafo oficial de la RAF o personal de servicio (Anónimo),,"Vista exterior de la entrada a un alojamiento militar, probablemente un cuartel de tripulación aérea durante la Segunda Guerra Mundial. En la puerta de madera destaca un cartel titulado 'The Blockbuster Boys', ilustrado con arte gráfico que incluye el rostro de una mujer, un bombardero y una cerveza. Una bicicleta se encuentra apoyada contra la pared lateral.",,RAF Bomber Command; Segunda Guerra Mundial; Nissen hut,"Condado de Lincolnshire, Inglaterra (Probable base de la RAF como Coningsby o Scampton)",53.111,-0.155,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_068.jpg,gznvd,image,/objects/impresion_068.jpg,/objects/small/impresion_068_sm.jpg,/objects/thumbs/impresion_068_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_069,Retrato de estudio,1945,,Anónimo,,"Retrato de estudio de una mujer joven de medio cuerpo. La figura luce una prenda con patr'n de rayas verticales y un cuello oscuro contrastante con botones al frente. Su cabello est' peinado hacia atr's, resaltando aretes peque'os. La toma presenta un suave desvanecido perif'rico, t'pico de la retrat'stica comercial mexicana de los a'os 40 y 50.",,Retrato de estudio; Moda de los años 40; Gelatina de plata,"Madrid, España (Atribuido por estilo de estudio europeo)",40.4168,-3.7038,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_069.jpg,oq6j1,image,/objects/impresion_069.jpg,/objects/small/impresion_069_sm.jpg,/objects/thumbs/impresion_069_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_070,Retrato documental,1979,,Richard Avedon,,"Retrato en plano medio de un hombre de edad avanzada capturado en un formato de identificacion. El sujeto muestra una expresion de sorpresa con la boca ligeramente abierta, vistiendo una chaqueta acolchada sobre una camisa de cuadros. El fondo es neutro con el detalle de una cortina a la derecha, indicando un entorno de cabina fotografica o estudio basico.",,Retrato documental; Gran formato; Oeste americano,"Casper, Wyoming, Estados Unidos",42.8501,-106.3251,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_070.jpg,rbbk5,image,/objects/impresion_070.jpg,/objects/small/impresion_070_sm.jpg,/objects/thumbs/impresion_070_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_071,Arquitectura industrial,1930,,Anónimo,,"Fotografía de la Torre del Caracol en Real de Asientos, Aguascalientes. Esta estructura industrial de piedra presenta una rampa en espiral y funcionaba como chimenea para la fundición de metales. En la cima se observan dos personas, mientras que el fondo muestra el relieve montañoso del semidesierto mexicano, evidenciando la magnitud del desarrollo minero regional.",,Arquitectura industrial; Comarca Lagunera; Ingeniería hidráulica,"El Coyote, Matamoros, Coahuila, México",25.6886,-103.2671,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_071.jpg,o9dx1h,image,/objects/impresion_071.jpg,/objects/small/impresion_071_sm.jpg,/objects/thumbs/impresion_071_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_072,Retrato vernáculo,1905,,Anónimo,,"Retrato de una pareja de adultos en actitud afectuosa, sentados frente a una pared de ladrillos. El hombre, con bigote y traje oscuro, sonríe a la cámara mientras toma la mano de la mujer. Ella viste un vestido claro de época con detalles en el talle y cabello recogido. La escena sugiere un ambiente doméstico o informal de principios del siglo XX.",,Retrato vernáculo; Vestimenta eduardiana; Fotografía sobre cartón,Estados Unidos (Región del Medio Oeste o Noreste),41.8781,-87.6298,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_072.jpg,4kvfg,image,/objects/impresion_072.jpg,/objects/small/impresion_072_sm.jpg,/objects/thumbs/impresion_072_th.jpg,,,Impresión plata gelatina de revelado,Vidrio,Transmisión,Policromático,Impresión,Positivo
impresion_073,Retrato de identidad,1950,,Anónimo,,"Retrato de busto de un hombre adulto mayor, capturado de frente con una expresión neutra. El sujeto presenta rasgos de envejecimiento marcados y viste una camisa de tono claro. La imagen está recortada en forma circular y muestra daños por desprendimiento de emulsión y marcas de grapas o tachuelas en los extremos laterales.",,Retrato de identidad; Fotografía de gelatina de plata; Cultura administrativa,"Buenos Aires, Argentina",-34.6037,-58.3816,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_073.jpg,2kv3,image,/objects/impresion_073.jpg,/objects/small/impresion_073_sm.jpg,/objects/thumbs/impresion_073_th.jpg,,,Impresión plata gelatina de revelado,Papel,Reflexión,Monocromático,Impresión,Positivo
impresion_074,Lázaro Cárdenas del Río,1965,,Anónimo,,"Retrato frontal de busto de un hombre de edad avanzada con escasez de cabello en la parte superior. El sujeto viste una camisa de cuello abierto, posiblemente una guayabera o camisa de algodon ligera. La imagen posee una iluminacion plana y frontal, comun en la fotografia de estudio para documentos de identidad o registros civiles en el Mexico de mediados del siglo XX.",,Lázaro Cárdenas del Río; Retrato histórico; México posrevolucionario,"Ciudad de México, México",19.4326,-99.1332,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_074.jpg,n20tdc,image,/objects/impresion_074.jpg,/objects/small/impresion_074_sm.jpg,/objects/thumbs/impresion_074_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_075,Retrato de estudio,1900,,Anónimo (Estudio comercial de fotografía rápida),,"Serie de tres retratos de estudio individuales dispuestos verticalmente sobre una tira de cartulina gris. La imagen superior e inferior muestran a mujeres con blusas de cuello alto y encajes, mientras que la central presenta a un hombre con pajarita. Los tres sujetos miran hacia la cámara con expresiones formales típicas del retrato de estudio comercial de cambio de siglo.",,Retrato de estudio; Moda eduardiana; Fotografía de sello,Estados Unidos (probablemente un estudio fotográfico urbano),39.8283,-98.5795,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_075.jpg,gjrv9,image,/objects/impresion_075.jpg,/objects/small/impresion_075_sm.jpg,/objects/thumbs/impresion_075_th.jpg,,,Impresión plata gelatina de revelado,Papel,Reflexión,Monocromático,Impresión,Positivo
impresion_076,Retrato victoriano,1870,,Anónimo,,"Retrato de estudio de un infante de corta edad, sentado sobre un sillón tapizado con flecos decorativos. El niño o niña viste una prenda a cuadros de gran formato con detalles de encaje o pasamanería en el cuello y las mangas. La pose es estática y formal, característica de la fotografía comercial del siglo XIX.",,Retrato victoriano; Carte de Visite; Indumentaria infantil del siglo XIX,Estados Unidos (probable estudio fotográfico en la Costa Este),40.7128,-74.006,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_076.jpg,xuudli,image,/objects/impresion_076.jpg,/objects/small/impresion_076_sm.jpg,/objects/thumbs/impresion_076_th.jpg,,,Albúmina,Vidrio,Transmisión,Monocromático,Impresión,Positivo
impresion_077,Moda de los años 30,1935,,Anónimo,,"Retrato grupal al aire libre de tres adultos, un hombre y dos mujeres, posando frente a una casa de madera. Visten indumentaria formal: el hombre con traje de tres piezas y las mujeres con conjuntos de falda y chaquetas. El suelo presenta restos de nieve y la imagen conserva una cinta de luto pegada en la esquina superior.",,Moda de los años 30; Arquitectura residencial estadounidense; Retrato invernal,Noreste de Estados Unidos o Canadá (ej. Nueva Inglaterra),42.3601,-71.0589,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_077.jpg,mfsca,image,/objects/impresion_077.jpg,/objects/small/impresion_077_sm.jpg,/objects/thumbs/impresion_077_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_078,Retrato de estudio,1905,,Samuel P. Gresham (Gresham Studio),,"Retrato de busto de un hombre joven, de tez clara y mirada serena hacia un costado. Viste una chaqueta de traje oscura, camisa blanca de cuello alto rígido y una corbata oscura de nudo sencillo. La imagen está capturada en un estudio fotográfico profesional, enmarcada en un óvalo con bordes ornamentales grabados en relieve sobre un soporte de cartón gris texturizado.",,Retrato de estudio; Moda masculina eduardiana; Fotografía de Iowa,"Bloomfield, Iowa, Estados Unidos",40.7514,-92.4144,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_078.jpg,dgan8,image,/objects/impresion_078.jpg,/objects/small/impresion_078_sm.jpg,/objects/thumbs/impresion_078_th.jpg,,,Colodión húmedo,Papel,Reflexión,Monocromático,Impresión,Positivo
impresion_079,Retrato de estudio,1900,,Pierce Studio,,"Retrato de estudio de un hombre adulto capturado a principios del siglo XX. El sujeto luce un bigote tupido tipo manubrio, viste traje oscuro de solapa ancha, camisa blanca con cuello rígido y corbata con un alfiler ornamental. La composición es un busto frontal dentro de un marco ovalado sobre un soporte rígido.",,Retrato de estudio; Moda masculina eduardiana; Fotografía de Iowa,"Ottumwa, Iowa, Estados Unidos",41.02,-92.4113,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_079.jpg,2xkktt,image,/objects/impresion_079.jpg,/objects/small/impresion_079_sm.jpg,/objects/thumbs/impresion_079_th.jpg,,,Impresión plata gelatina de revelado,Papel,Reflexión,Policromático,Impresión,Positivo
impresion_080,Retrato de estudio,1905,,C. L. Gresham,,Retrato de estudio en formato busto de una mujer joven. Viste una prenda de tonos oscuros con aplicaciones de encaje y una blusa de cuello alto blanco. Porta un pequeño dije o medalla en el pecho y su cabello está peinado hacia arriba siguiendo la moda de la época. La fotografía está contenida en un óvalo decorativo sobre un soporte rígido.,,Retrato de estudio; Moda eduardiana; Fotografía estadounidense,"Bloomfield, Iowa, Estados Unidos",40.7514,-92.4144,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_080.jpg,xs1xla,image,/objects/impresion_080.jpg,/objects/small/impresion_080_sm.jpg,/objects/thumbs/impresion_080_th.jpg,,,Impresión plata gelatina de revelado,Vidrio,Transmisión,Monocromático,Negativo,Negativo
impresion_081,Retrato de estudio,1905,,Anónimo (Estudio fotográfico comercial),,"Retrato de estudio de una mujer joven captada en un plano medio corto. La figura presenta un peinado recogido y viste una prenda oscura de cuello alto con detalles de pliegues verticales en el pecho, estilo característico de la moda femenina de finales del Porfiriato. La imagen central está montada sobre un cartón decorado con motivos ornamentales.",,Retrato de estudio; Moda eduardiana; Gelatina de plata,"Madrid, España",40.416775,-3.70379,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_081.jpg,gky20i,image,/objects/impresion_081.jpg,/objects/small/impresion_081_sm.jpg,/objects/thumbs/impresion_081_th.jpg,,,Impresión de gelatina de plata sobre papel,Vidrio,Transmisión,Monocromático,Negativo,Negativo
impresion_082,Retrato de estudio,1905,,James W. Gresham,,"Retrato de estudio de un hombre joven de cabello oscuro y rasgos marcados, capturado en una pose de tres cuartos. Viste un traje formal con una camisa de cuello rígido y una corbata de seda con intrincados motivos ornamentales. La fotografía está contenida en un óvalo impreso sobre una montura de cartón grisáceo decorada con filigranas en relieve, característica de los estudios fotográficos comerciales estadounidenses de la época.",,Retrato de estudio; Moda eduardiana; Bloomfield Iowa,"Bloomfield, Iowa, Estados Unidos",40.7514,-92.4152,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_082.jpg,sb13m,image,/objects/impresion_082.jpg,/objects/small/impresion_082_sm.jpg,/objects/thumbs/impresion_082_th.jpg,,,Impresión plata gelatina de revelado,Vidrio,Transmisión,Policromático,Negativo,Negativo
impresion_083,Moda de los años 20,1924,,Anónimo (Fotografía amateur),,"Fotografía de principios del siglo XX que captura a dos mujeres posando frente a los restos de una edificación de piedra, probablemente una estructura colonial en ruinas. Ambas visten abrigos largos y sombreros típicos de la época posrevolucionaria. La escena muestra una composición estática donde destaca el contraste entre la vestimenta urbana y el entorno rústico de la construcción deteriorada.",,Moda de los años 20; Turismo arqueológico; Sombrero cloche,Reino Unido (posiblemente una abadía medieval en ruinas en Inglaterra o Escocia),51.146,-2.715,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_083.jpg,mtuq87,image,/objects/impresion_083.jpg,/objects/small/impresion_083_sm.jpg,/objects/thumbs/impresion_083_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Impresión,Positivo
impresion_084,Plaza de San Marcos,1885,,Carlo Naya (o Studio Naya),,"Captura urbana de finales del siglo XIX que muestra la Plaza de San Marcos en Venecia. Al fondo se aprecia la fachada de la Basílica y a la derecha el Campanile. La escena registra el tránsito de personas con vestimentas de época, resaltando una mujer en el centro con traje oscuro y sombrero.",,Plaza de San Marcos; Venecia; Arquitectura Neobizantina,"Venecia, Italia",45.4341,12.3385,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_084.jpg,553brl,image,/objects/impresion_084.jpg,/objects/small/impresion_084_sm.jpg,/objects/thumbs/impresion_084_th.jpg,,,Albúmina,Vidrio,Transmisión,Monocromático,Negativo,Negativo
impresion_085,Retrato de estudio,1920,,Anónimo,,"Retrato de estudio de una mujer joven de mirada frontal y expresión serena, peinada con un estilo ondulado característico de las décadas de 1920 o 1930. Viste una prenda oscura de cuello amplio con detalles ornamentales de pequeños botones o apliques en el frente. La imagen está montada en una carpeta protectora de cartón oscuro.",,Retrato de estudio; Moda años 20; Carpeta de cartón,Estados Unidos (Probable origen en estudio comercial urbano),40.712776,-74.005974,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_085.jpg,90wgts,image,/objects/impresion_085.jpg,/objects/small/impresion_085_sm.jpg,/objects/thumbs/impresion_085_th.jpg,,,Impresión de gelatina de plata sobre papel de fibra,Vidrio,Transmisión,Monocromático,Negativo,Negativo
impresion_086,Retrato infantil,1950,,Anónimo (Fotógrafo de estudio comercial),,"Retrato de estudio de una niña pequeña, capturado aproximadamente a mediados del siglo XX en México. La infante aparece sentada de perfil, girando el rostro hacia la cámara con una sonrisa expresiva. Viste un atuendo escolar o de diario formal consistente en un jumper de cuadros sobre una blusa blanca, reflejando las normas de vestimenta infantil urbana de la época.",,Retrato infantil; Moda de posguerra; Estudio fotográfico,Europa Central (posiblemente Alemania o Austria),52.520007,13.404954,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_086.jpg,t61fw,image,/objects/impresion_086.jpg,/objects/small/impresion_086_sm.jpg,/objects/thumbs/impresion_086_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Impresión,Positivo
impresion_087,Bergen,1900,,Knud Knudsen,,Vista panorámica de un lago urbano rodeado de edificaciones de estilo europeo a finales del siglo XIX. Se observan pequeñas embarcaciones blancas alineadas en la orilla y botes de mayor calado a la izquierda. El paisaje está dominado por una montaña escarpada al fondo bajo una iluminación natural diurna.,,Bergen; Lille Lungegårdsvannet; Arquitectura historicista,"Bergen, Noruega",60.391266,5.332561,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_087.jpg,8m51vg,image,/objects/impresion_087.jpg,/objects/small/impresion_087_sm.jpg,/objects/thumbs/impresion_087_th.jpg,,,Albúmina,Vidrio,Transmisión,Policromático,Impresión,Positivo
impresion_088,Bandera de 45 estrellas,1900,,Estudio de Penny Portraits (Anónimo),,"Tr#3ptico fotogr#1fico de un infante con rizos largos en un estudio profesional. El ni#1o aparece en tres poses distintas: portando una bandera estadounidense, operando un tel)fono de pedestal antiguo y luciendo un sombrero de paja. La vestimenta de estilo marinero y el fondo pintado sugieren un retrato comercial t#3pico de principios del siglo XX.",,Bandera de 45 estrellas; Teléfono de candelabro; Retrato de estudio infantil,"Nueva York, Estados Unidos",40.7128,-74.006,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_088.jpg,fgs13,image,/objects/impresion_088.jpg,/objects/small/impresion_088_sm.jpg,/objects/thumbs/impresion_088_th.jpg,,,Impresión de gelatina de plata sobre papel de base baritada,Vidrio,Transmisión,Sepia,Impresión,Positivo
impresion_089,Retrato familiar,1919,,Anónimo,,"Retrato familiar al aire libre capturado en 1919. Una mujer en vestido blanco de encaje y un infante posan junto a un joven vestido formalmente con chaleco y moño. La escena, situada frente a follaje denso, incluye un perro en la esquina inferior derecha y una inscripción manuscrita identificativa en el margen inferior del soporte.",,Retrato familiar; Erdal Noruega; Vestimenta eduardiana tardía,"Erdal, Stryn, Vestland, Noruega",61.8883,7.1264,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_089.jpg,o42h4h,image,/objects/impresion_089.jpg,/objects/small/impresion_089_sm.jpg,/objects/thumbs/impresion_089_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Impresión,Positivo
impresion_090,Arquitectura colonial española,1940,,Anónimo,,"Vista de la entrada principal a una fortificación colonial española, capturada desde el puente de acceso. Se observa una puerta de madera reforzada con herrajes, situada bajo un arco adintelado de piedra labrada que ostenta un escudo heráldico. La perspectiva conduce la mirada hacia el interior del recinto fortificado a través de un pasillo sombreado.",,Arquitectura colonial española; Fortificación militar; Piedra de coquina,"Castillo de San Marcos, San Agustín, Florida, Estados Unidos",29.8978,-81.3114,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_090.jpg,erqbco,image,/objects/impresion_090.jpg,/objects/small/impresion_090_sm.jpg,/objects/thumbs/impresion_090_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_091,Retrato infantil,1950,,Anónimo (Fotógrafo de estudio comercial),,"Retrato de estudio en plano medio de dos niñas pequeñas sentadas sobre un pretil o superficie elevada. Ambas lucen peinados con pequeños moños laterales y visten atuendos idénticos compuestos por vestidos claros con detalles de encaje en el cuello y mangas, calcetas blancas y zapatos de horma clásica. La iluminación es frontal y suave, propia de la fotografía de gabinete familiar de mediados del siglo XX.",,Retrato infantil; Moda años 50; Fotografía de estudio,Estados Unidos (Probable),39.8283,-98.5795,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_091.jpg,bhnzwp,image,/objects/impresion_091.jpg,/objects/small/impresion_091_sm.jpg,/objects/thumbs/impresion_091_th.jpg,,,Impresión plata gelatina de revelado,Película,Transmisión,Monocromático,Negativo,Negativo
impresion_092,Cabinet card,1885,,C. L. Thomas,,"Retrato de estudio de una familia joven compuesto por un hombre, una mujer y un infante. El hombre posa sentado con un traje oscuro y cadena de reloj visible; la mujer viste una prenda de tonos oscuros con detalles abotonados. En el centro, un bebé luce un extenso ropón blanco de encaje. La composición incluye un telón de fondo con cortinajes y una silla de madera torneada.",,Cabinet card; Moda victoriana; Retrato de estudio,"Ottumwa, Iowa, Estados Unidos",41.02,-92.4116,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_092.jpg,mv57w,image,/objects/impresion_092.jpg,/objects/small/impresion_092_sm.jpg,/objects/thumbs/impresion_092_th.jpg,,,Albúmina,Película,Transmisión,Monocromático,Impresión,Positivo
impresion_093,Barroco flamenco,1890,,Anónimo (Atribuido a estudios como Braun & Cie o Alinari),,"Reproducción fotográfica de una obra pictórica de estilo barroco que representa el descenso de un hombre fallecido de una cruz. Diversas figuras masculinas y femeninas, distribuidas en diferentes niveles mediante escaleras, sostienen cuidadosamente el cuerpo utilizando un lienzo blanco, en una composición caracterizada por un fuerte contraste lumínico y dinamismo formal.",,Barroco flamenco; Peter Paul Rubens; Iconografía religiosa,"Catedral de Nuestra Señora, Amberes, Bélgica",51.2203,4.4005,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_093.jpg,uvqi9e,image,/objects/impresion_093.jpg,/objects/small/impresion_093_sm.jpg,/objects/thumbs/impresion_093_th.jpg,,,Albúmina,Vidrio,Transmisión,Monocromático,Impresión,Positivo
impresion_094,Retrato de estudio,1890,,Charles L. Thomas (C.L. Thomas),,"Retrato de estudio de dos infantes a finales del siglo XIX. Un ni&ntilde;o de corta edad se encuentra sentado sobre un pedestal cubierto con una alfombra de motivos florales, sosteniendo una mu&ntilde;eca de trapo. A su lado, una ni&ntilde;a mayor permanece de pie vistiendo un vestido de cuadros oscuros. Ambos presentan expresiones serias, t&iacute;picas de los largos tiempos de exposici&oacute;n de la &eacute;poca.",,Retrato de estudio; Fotografía de gabinete; Era Victoriana,"Ottumwa, Iowa, Estados Unidos",41.02001,-92.41159,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_094.jpg,k5tau,image,/objects/impresion_094.jpg,/objects/small/impresion_094_sm.jpg,/objects/thumbs/impresion_094_th.jpg,,,Albúmina,Papel,Reflexión,Monocromático,Impresión,Positivo
impresion_095,Cabinet Card,1895,,Jacob Ginther,,"Retrato de estudio en plano medio de una mujer joven con cabello rizado y voluminoso. Viste un elegante traje de tonalidad clara con profusos detalles de encaje en el escote y las mangas. La figura posa de tres cuartos, con el brazo izquierdo apoyado sobre un mueble de estudio y las manos juntas cerca del rostro en una actitud contemplativa.",,Cabinet Card; Retrato de estudio; Moda victoriana,"Buffalo, Nueva York, Estados Unidos",42.8837,-78.8748,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_095.jpg,00jiht,image,/objects/impresion_095.jpg,/objects/small/impresion_095_sm.jpg,/objects/thumbs/impresion_095_th.jpg,,,Colodión húmedo,Película,Transmisión,Monocromático,Impresión,Positivo
impresion_096,Pictorialismo,1900,,Rudolf Eickemeyer Jr.,,"Paisaje boscoso que captura un estanque de aguas tranquilas donde se reflejan los troncos y el follaje de arboles maduros. La escena muestra una composicion pictorialista caracteristica de los estudios de naturaleza del primer tercio del siglo XX en Mexico, posiblemente en locaciones como el Bosque de Chapultepec o zonas lacustres del Valle de Mexico.",,Pictorialismo; Paisaje boscoso; Reflejos acuáticos,"Yonkers, Nueva York, Estados Unidos",40.9312,-73.8987,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_096.jpg,6d383z,image,/objects/impresion_096.jpg,/objects/small/impresion_096_sm.jpg,/objects/thumbs/impresion_096_th.jpg,,,Colodión húmedo,Vidrio,Transmisión,Monocromático,Impresión,Positivo
impresion_097,Polaroid,1980,,Anónimo,,"Fotografía instantánea que documenta una pieza de arte enmarcada. La obra central representa dos cebras estilizadas, una de pie y otra descansando, ejecutadas en blanco y negro sobre un fondo claro. El cuadro posee un María Luisa de color rojo texturizado y un marco metálico sencillo. La toma se realizó en un exterior, capturando parte de una pared con tablones y vegetación de fondo, sugiriendo un registro de obra para inventario o venta.",,Polaroid; Arte animalista; Inventario,Estados Unidos,39.8283,-98.5795,,,,,,,,Image;StillImage,image/jpeg,es,,impresion_097.jpg,hh92v,image,/objects/impresion_097.jpg,/objects/small/impresion_097_sm.jpg,/objects/thumbs/impresion_097_th.jpg,,,Película instantánea integral Polaroid 600,Película,Transmisión,Monocromático,Impresión,Positivo
